1	-29.7827	18.4475	-0.383752	-0.399948	-0.51998	0.59767	0.460926
2	-29.7923	18.4325	-0.378874	-0.399992	-0.520233	0.597066	0.461387
3	-29.8191	18.4292	-0.369514	-0.400249	-0.520067	0.597377	0.460951
4	-29.8662	18.4163	-0.369151	-0.40012	-0.52024	0.597278	0.461005
5	-29.9312	18.3952	-0.373841	-0.399897	-0.520237	0.597294	0.461168
6	-30.0002	18.3824	-0.358882	-0.400134	-0.520366	0.59712	0.461042
7	-30.102	18.3332	-0.369929	-0.400305	-0.519955	0.59718	0.46128
8	-30.1974	18.3161	-0.349467	-0.400055	-0.520477	0.596917	0.461248
9	-30.3239	18.2954	-0.356854	-0.400043	-0.520243	0.597424	0.460865
10	-30.4603	18.252	-0.345755	-0.400297	-0.520194	0.59726	0.460912
11	-30.605	18.2121	-0.344012	-0.399993	-0.520332	0.597143	0.461174
12	-30.7616	18.1651	-0.332793	-0.400086	-0.520404	0.597112	0.461051
13	-30.9456	18.1168	-0.34923	-0.399987	-0.520029	0.597402	0.461184
14	-31.1305	18.0486	-0.339957	-0.400198	-0.519889	0.597275	0.461323
15	-31.3443	18.004	-0.322603	-0.399999	-0.520336	0.597185	0.461109
16	-31.5491	17.9438	-0.31951	-0.400108	-0.520159	0.597151	0.461258
17	-31.7781	17.8762	-0.300941	-0.40003	-0.520428	0.596996	0.461222
18	-32.0318	17.8008	-0.291893	-0.400431	-0.52022	0.596884	0.461255
19	-32.2823	17.7302	-0.292284	-0.400126	-0.520245	0.59687	0.461509
20	-32.5534	17.6355	-0.274782	-0.40024	-0.520218	0.59671	0.461647
21	-32.8347	17.593	-0.257341	-0.400065	-0.520682	0.596954	0.46096
22	-33.1427	17.4913	-0.25367	-0.400516	-0.520171	0.597007	0.461077
23	-33.4588	17.4276	-0.247367	-0.399883	-0.520469	0.597156	0.461098
24	-33.7831	17.3115	-0.248559	-0.400343	-0.519894	0.597157	0.461355
